config,iteration,loss_tr_sgd,loss_tr_sgd_std,loss_val_batch,loss_val_batch_std,loss_val,loss_val_std,zero_one_loss_val,zero_one_loss_val_std,loss_te,loss_te_std,zero_one_loss_te,zero_one_loss_te_std,gap,gap_std,zero_one_gap,zero_one_gap_std
UD_reinit,0,1.1342459321022034,0.005477249622344971,2.2786154747009277,0.0075359344482421875,2.262414574623108,0.005862832069396973,0.8395000100135803,0.021499991416931152,2.2645747661590576,0.004904270172119141,0.8299999833106995,0.0009999871253967285,0.002160191535949707,0.000958561897277832,-0.00950002670288086,0.02249997854232788
UD_reinit,50,1.1842637658119202,0.02992194890975952,2.291796922683716,0.03215479850769043,2.264639139175415,0.007887601852416992,0.789000004529953,0.004500001668930054,2.265959620475769,0.008397459983825684,0.8009999990463257,0.001999974250793457,0.001320481300354004,0.0005098581314086914,0.01199999451637268,0.0025000274181365967
UD_reinit,100,1.1494214534759521,0.018243074417114258,2.231502890586853,0.023818135261535645,2.259530782699585,0.008409738540649414,0.7894999980926514,0.014500021934509277,2.260955333709717,0.007288455963134766,0.7979999780654907,0.023000001907348633,0.001424551010131836,0.0011212825775146484,0.008499979972839355,0.008499979972839355
UD_reinit,150,1.1525044441223145,0.01622772216796875,2.260214924812317,0.02842414379119873,2.2603862285614014,0.0078122615814208984,0.8142499923706055,0.05524998903274536,2.2622538805007935,0.006824135780334473,0.8120000064373016,0.04700002074241638,0.0018676519393920898,0.0009881258010864258,-0.002249985933303833,0.00824996829032898
UD_reinit,200,1.1564608216285706,0.0020959973335266113,2.2342435121536255,0.008619427680969238,2.2636215686798096,0.006399869918823242,0.7835000157356262,0.012499988079071045,2.267791509628296,0.005537509918212891,0.8015000224113464,0.016499996185302734,0.004169940948486328,0.0008623600006103516,0.018000006675720215,0.0040000081062316895
UD_reinit,250,1.1323060393333435,0.0009444355964660645,2.249180793762207,0.004206180572509766,2.2603994607925415,0.005989193916320801,0.7837499976158142,0.03675001859664917,2.2627902030944824,0.008713722229003906,0.7840000092983246,0.010000020265579224,0.002390742301940918,0.0027245283126831055,0.000250011682510376,0.026749998331069946
UD_reinit,300,1.139958679676056,0.0035569071769714355,2.320505142211914,0.027229785919189453,2.2621880769729614,0.004083991050720215,0.8117500245571136,0.026749998331069946,2.2652939558029175,0.005301117897033691,0.8149999976158142,0.02399998903274536,0.0031058788299560547,0.0012171268463134766,0.0032499730587005615,0.002750009298324585
UD_reinit,350,1.1729868650436401,0.019337773323059082,2.262730598449707,0.03654003143310547,2.26142156124115,0.00941932201385498,0.7907499969005585,0.0012499988079071045,2.2643747329711914,0.00850224494934082,0.7985000014305115,0.014500021934509277,0.002953171730041504,0.0009170770645141602,0.007750004529953003,0.013250023126602173
UD_reinit,400,1.1545702815055847,0.006908714771270752,2.247598171234131,0.01730966567993164,2.2627553939819336,0.006014347076416016,0.7809999883174896,0.025000005960464478,2.2658079862594604,0.006328701972961426,0.7930000126361847,0.039000004529953,0.0030525922775268555,0.00031435489654541016,0.012000024318695068,0.013999998569488525
UD_reinit,450,1.1548156142234802,0.0011716485023498535,2.3308653831481934,0.022063255310058594,2.2646955251693726,0.0081251859664917,0.8462499976158142,0.019749999046325684,2.266494870185852,0.008874297142028809,0.8445000052452087,0.012499988079071045,0.0017993450164794922,0.0007491111755371094,-0.0017499923706054688,0.007250010967254639
UD_reinit,500,1.1406024098396301,0.0007176995277404785,2.235587000846863,0.05244028568267822,2.25626003742218,0.006218314170837402,0.7867499887943268,0.008749991655349731,2.2614102363586426,0.007539033889770508,0.7989999949932098,0.01199999451637268,0.005150198936462402,0.0013207197189331055,0.012250006198883057,0.0032500028610229492
UD_reinit,550,1.1578790545463562,0.007381618022918701,2.2508450746536255,0.03738200664520264,2.2643754482269287,0.011187076568603516,0.7970000207424164,0.0029999911785125732,2.2683600187301636,0.011011004447937012,0.8019999861717224,0.014999985694885254,0.003984570503234863,0.0001760721206665039,0.00499996542930603,0.01199999451637268
UD_reinit,600,1.1650639772415161,0.004700303077697754,2.254669427871704,0.013732671737670898,2.2597378492355347,0.005381464958190918,0.796500027179718,0.013999998569488525,2.2637590169906616,0.0061501264572143555,0.81700000166893,0.005000025033950806,0.004021167755126953,0.0007686614990234375,0.020499974489212036,0.01900002360343933
UD_reinit,650,1.1669538021087646,0.006487131118774414,2.2603787183761597,0.0003889799118041992,2.2626218795776367,0.007860898971557617,0.7815000116825104,0.004500001668930054,2.262851357460022,0.007958292961120605,0.792000025510788,0.0020000040531158447,0.0002294778823852539,9.739398956298828e-05,0.010500013828277588,0.002499997615814209
UD_reinit,700,1.1718376278877258,0.010556161403656006,2.260649800300598,0.09160196781158447,2.2601163387298584,0.007825613021850586,0.7804999947547913,0.0059999823570251465,2.26323664188385,0.010081887245178223,0.796999990940094,0.0,0.0031203031539916992,0.0022562742233276367,0.016499996185302734,0.0059999823570251465
UD_reinit,750,1.1565309166908264,0.03212863206863403,2.2438321113586426,0.02324533462524414,2.261202335357666,0.011047124862670898,0.7742500007152557,0.002750009298324585,2.2660804986953735,0.010008454322814941,0.7995000183582306,0.01449999213218689,0.0048781633377075195,0.001038670539855957,0.025250017642974854,0.011749982833862305
UD_reinit,800,1.174221396446228,0.004592299461364746,2.2738895416259766,0.01096487045288086,2.2647011280059814,0.0033838748931884766,0.7960000038146973,0.019500017166137695,2.2681500911712646,0.00385284423828125,0.8120000064373016,0.02000001072883606,0.003448963165283203,0.00046896934509277344,0.01600000262260437,0.0004999935626983643
UD_reinit,850,1.1277408003807068,0.020455658435821533,2.2272971868515015,0.0515669584274292,2.2632261514663696,0.009092211723327637,0.7725000083446503,0.0010000169277191162,2.2679516077041626,0.0116044282913208,0.796999990940094,0.009000003337860107,0.004725456237792969,0.002512216567993164,0.024499982595443726,0.010000020265579224
UD_reinit,900,1.170056164264679,0.005654752254486084,2.2377196550369263,0.016022086143493652,2.261534333229065,0.009201407432556152,0.8107500076293945,0.02324998378753662,2.2634410858154297,0.009703874588012695,0.8264999985694885,0.03750002384185791,0.001906752586364746,0.000502467155456543,0.015749990940093994,0.014250040054321289
UD_reinit,950,1.1864293217658997,0.0015974640846252441,2.2533352375030518,0.004397869110107422,2.262686848640442,0.006199479103088379,0.7915000021457672,0.003999978303909302,2.2654863595962524,0.007277846336364746,0.8095000088214874,0.008500009775161743,0.002799510955810547,0.0010783672332763672,0.018000006675720215,0.012499988079071045
UD_reinit,1000,1.1993040442466736,0.006436645984649658,2.2434054613113403,0.05399119853973389,2.261539340019226,0.008165955543518066,0.7974999845027924,0.005499988794326782,2.266073703765869,0.008434057235717773,0.815500020980835,0.011500000953674316,0.004534363746643066,0.00026810169219970703,0.018000036478042603,0.006000012159347534
UD_reinit,1050,1.1875369548797607,0.0219343900680542,2.286091685295105,0.00356900691986084,2.2574421167373657,0.0033606290817260742,0.8087499737739563,0.04025000333786011,2.2600518465042114,0.0025440454483032227,0.8240000009536743,0.026000022888183594,0.002609729766845703,0.0008165836334228516,0.015250027179718018,0.014249980449676514
UD_reinit,1100,1.1746165752410889,0.004700899124145508,2.24297559261322,0.04654586315155029,2.2560428380966187,0.0031751394271850586,0.7760000228881836,0.011500000953674316,2.2613682746887207,0.004874229431152344,0.8025000095367432,0.007499992847442627,0.005325436592102051,0.0016990900039672852,0.02649998664855957,0.0040000081062316895
UD_reinit,1150,1.1290220618247986,0.001247704029083252,2.306688070297241,0.014022350311279297,2.265209674835205,0.007296323776245117,0.8030000030994415,0.0010000169277191162,2.2668122053146362,0.008075833320617676,0.8174999952316284,0.010500013828277588,0.0016025304794311523,0.0007795095443725586,0.01449999213218689,0.009499996900558472
UD_reinit,1200,1.1781532168388367,0.000878751277923584,2.2648327350616455,0.024420738220214844,2.261340022087097,0.008179783821105957,0.807750016450882,0.014250010251998901,2.262856602668762,0.009546160697937012,0.7944999933242798,0.012499988079071045,0.001516580581665039,0.0013663768768310547,-0.013250023126602173,0.0017500221729278564
UD_reinit,1250,1.1665814518928528,0.019013702869415283,2.2883803844451904,0.014349699020385742,2.2600399255752563,0.004316926002502441,0.7874999940395355,0.01449999213218689,2.264613389968872,0.0037636756896972656,0.7935000061988831,0.0034999847412109375,0.004573464393615723,0.0005532503128051758,0.006000012159347534,0.011000007390975952
UD_reinit,1300,1.1573551893234253,0.0005688667297363281,2.2673606872558594,0.004256725311279297,2.260514974594116,0.0055119991302490234,0.8294999897480011,0.0169999897480011,2.2639451026916504,0.0033502578735351562,0.8454999923706055,0.0015000104904174805,0.0034301280975341797,0.002161741256713867,0.01600000262260437,0.01850000023841858
UD_reinit,1350,1.1627323031425476,0.016426503658294678,2.2253700494766235,0.02420055866241455,2.258606791496277,0.010152459144592285,0.7547500133514404,0.03025001287460327,2.2604490518569946,0.010480284690856934,0.7720000147819519,0.02799999713897705,0.0018422603607177734,0.00032782554626464844,0.017250001430511475,0.0022500157356262207
UD_reinit,1400,1.1740527749061584,0.010022103786468506,2.218491792678833,0.012351751327514648,2.2566906213760376,0.008170247077941895,0.7605000138282776,0.007499992847442627,2.26060152053833,0.007272005081176758,0.7685000002384186,0.004500001668930054,0.0039108991622924805,0.0008982419967651367,0.007999986410140991,0.0029999911785125732
UD_reinit,1450,1.1726070046424866,0.005768954753875732,2.2718034982681274,0.00631868839263916,2.2563194036483765,0.011739134788513184,0.7787500023841858,0.03275001049041748,2.2599523067474365,0.009499788284301758,0.7944999933242798,0.02950000762939453,0.0036329030990600586,0.0022393465042114258,0.015749990940093994,0.0032500028610229492
UD_reinit,1500,1.1607730984687805,0.02267235517501831,2.2741018533706665,0.030316948890686035,2.2595748901367188,0.003801584243774414,0.7917499840259552,0.025249987840652466,2.2637540102005005,0.0053817033767700195,0.8069999814033508,0.013999998569488525,0.004179120063781738,0.0015801191329956055,0.01524999737739563,0.01124998927116394
UD_reinit,1550,1.157005250453949,0.020089685916900635,2.266911506652832,0.04914426803588867,2.2566558122634888,0.007471919059753418,0.7672500014305115,0.004249989986419678,2.259734630584717,0.007379293441772461,0.7824999988079071,0.0014999806880950928,0.0030788183212280273,9.262561798095703e-05,0.01524999737739563,0.0057499706745147705
UD_reinit,1600,1.1511432528495789,0.02854233980178833,2.2929617166519165,0.014896988868713379,2.261168956756592,0.006968021392822266,0.809249997138977,0.03224998712539673,2.261857748031616,0.006987571716308594,0.8194999992847443,0.029499977827072144,0.0006887912750244141,1.9550323486328125e-05,0.010250002145767212,0.002750009298324585
UD_reinit,1650,1.1692153215408325,0.01054370403289795,2.2830368280410767,0.026831984519958496,2.255161762237549,0.0075833797454833984,0.7572500109672546,0.0017499923706054688,2.2562175989151,0.008152127265930176,0.7754999995231628,0.0034999847412109375,0.0010558366775512695,0.0005687475204467773,0.018249988555908203,0.0017499923706054688
UD_reinit,1700,1.199262022972107,0.005133152008056641,2.2609071731567383,0.019143342971801758,2.253584146499634,0.00609588623046875,0.7617500126361847,0.014250010251998901,2.2593823671340942,0.006976008415222168,0.7840000092983246,0.01299998164176941,0.005798220634460449,0.000880122184753418,0.022249996662139893,0.0012500286102294922
UD_reinit,1750,1.1722363233566284,0.009706377983093262,2.244565010070801,0.00431370735168457,2.2559680938720703,0.0058422088623046875,0.7707499861717224,0.021250009536743164,2.2589070796966553,0.007679939270019531,0.7824999988079071,0.005499988794326782,0.002938985824584961,0.0018377304077148438,0.011750012636184692,0.015750020742416382
